date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:00:27	128703/128703	---M--	200	added ('OK')	image/jpeg	etag:%221f6bf-5838fe6e0a28d%22	http://christiafung.com/images/Proj-TPL-BeachOwl.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-TPL-BeachOwl.jpg	(from http://christiafung.com/tpl.html)
08:00:30	279138/279138	---M--	200	added ('OK')	image/jpeg	etag:%2244262-5838fe6d83256%22	http://christiafung.com/images/Proj-TPL-TRL-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-TPL-TRL-XL.jpg	(from http://christiafung.com/tpl.html)
08:00:35	226538/226538	---M--	200	added ('OK')	image/jpeg	etag:%22374ea-5838fe6e764cf%22	http://christiafung.com/images/Proj-TPL-BeachOwl-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-TPL-BeachOwl-XL.jpg	(from http://christiafung.com/tpl.html)
08:00:51	147293/147293	---M--	200	added ('OK')	image/jpeg	etag:%2223f5d-5838fe6f26939%22	http://christiafung.com/images/Proj-TPL-Yorkville.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-TPL-Yorkville.jpg	(from http://christiafung.com/tpl.html)
08:00:55	117445/117445	---M--	200	added ('OK')	image/jpeg	etag:%221cac5-5838fe6faf4a6%22	http://christiafung.com/images/Proj-TPL-Scarborough.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-TPL-Scarborough.jpg	(from http://christiafung.com/tpl.html)
08:01:00	271323/271323	---M--	200	added ('OK')	image/jpeg	etag:%22423db-5838fe6f17319%22	http://christiafung.com/images/Proj-TPL-Yorkville-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-TPL-Yorkville-XL.jpg	(from http://christiafung.com/tpl.html)
08:01:02	201472/201472	---M--	200	added ('OK')	image/jpeg	etag:%2231300-5838fe6ff8879%22	http://christiafung.com/images/Proj-TPL-Scarborough-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-TPL-Scarborough-XL.jpg	(from http://christiafung.com/tpl.html)
08:01:05	89313/89313	---M--	200	added ('OK')	image/jpeg	etag:%2215ce1-573c12a4eb45a%22	http://christiafung.com/images/Proj-TopImage-Smirnoff.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-TopImage-Smirnoff.jpg	(from http://christiafung.com/smirnoff.html)
08:01:28	173044/173044	---M--	200	added ('OK')	image/jpeg	etag:%222a3f4-573c129d7270f%22	http://christiafung.com/images/Proj-Smirnoff-CanadaBottlesAll.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-CanadaBottlesAll.jpg	(from http://christiafung.com/smirnoff.html)
08:01:49	268284/268284	---M--	200	added ('OK')	image/jpeg	etag:%22417fc-573c129dca92b%22	http://christiafung.com/images/Proj-Smirnoff-USABottlesAll.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-USABottlesAll.jpg	(from http://christiafung.com/smirnoff.html)
08:01:51	352706/352706	---M--	200	added ('OK')	image/jpeg	etag:%22561c2-573c129ef814d%22	http://christiafung.com/images/Proj-Smirnoff-CanadaBottlesAll-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-CanadaBottlesAll-XL.jpg	(from http://christiafung.com/smirnoff.html)
08:01:56	170519/170519	---M--	200	added ('OK')	image/jpeg	etag:%2229a17-573c12a01673d%22	http://christiafung.com/images/Proj-Smirnoff-Vancouver-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Vancouver-XL.jpg	(from http://christiafung.com/smirnoff.html)
08:02:05	102821/102821	---M--	200	added ('OK')	image/jpeg	etag:%22191a5-573c12a47c2e0%22	http://christiafung.com/images/Proj-Smirnoff-Vancouver.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Vancouver.jpg	(from http://christiafung.com/smirnoff.html)
08:02:12	434523/434523	---M--	200	added ('OK')	image/jpeg	etag:%226a15b-573c129f551a1%22	http://christiafung.com/images/Proj-Smirnoff-USABottlesAll-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-USABottlesAll-XL.jpg	(from http://christiafung.com/smirnoff.html)
08:02:14	110732/110732	---M--	200	added ('OK')	image/jpeg	etag:%221b08c-573c12a45c32e%22	http://christiafung.com/images/Proj-Smirnoff-Canada.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Canada.jpg	(from http://christiafung.com/smirnoff.html)
08:02:20	178792/178792	---M--	200	added ('OK')	image/jpeg	etag:%222ba68-573c12a0752cf%22	http://christiafung.com/images/Proj-Smirnoff-Canada-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Canada-XL.jpg	(from http://christiafung.com/smirnoff.html)
08:02:29	101907/101907	---M--	200	added ('OK')	image/jpeg	etag:%2218e13-573c12a4d8376%22	http://christiafung.com/images/Proj-Smirnoff-Toronto.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Toronto.jpg	(from http://christiafung.com/smirnoff.html)
08:02:33	169804/169804	---M--	200	added ('OK')	image/jpeg	etag:%222974c-573c129fb9722%22	http://christiafung.com/images/Proj-Smirnoff-Toronto-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Toronto-XL.jpg	(from http://christiafung.com/smirnoff.html)
08:02:33	79958/79958	---M--	200	added ('OK')	image/jpeg	etag:%2213856-573c12a3da508%22	http://christiafung.com/images/Proj-Smirnoff-Texas.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Texas.jpg	(from http://christiafung.com/smirnoff.html)
08:02:34	130211/130211	---M--	200	added ('OK')	image/jpeg	etag:%221fca3-573c12a10b54f%22	http://christiafung.com/images/Proj-Smirnoff-Texas-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Texas-XL.jpg	(from http://christiafung.com/smirnoff.html)
08:02:47	84284/84284	---M--	200	added ('OK')	image/jpeg	etag:%221493c-573c12a32431c%22	http://christiafung.com/images/Proj-Smirnoff-Seattle.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Seattle.jpg	(from http://christiafung.com/smirnoff.html)
08:02:49	83654/83654	---M--	200	added ('OK')	image/jpeg	etag:%22146c6-573c12a3730b5%22	http://christiafung.com/images/Proj-Smirnoff-Chicago.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Chicago.jpg	(from http://christiafung.com/smirnoff.html)
08:02:50	137274/137274	---M--	200	added ('OK')	image/jpeg	etag:%222183a-573c12a1efde4%22	http://christiafung.com/images/Proj-Smirnoff-Seattle-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Seattle-XL.jpg	(from http://christiafung.com/smirnoff.html)
08:02:57	136837/136837	---M--	200	added ('OK')	image/jpeg	etag:%2221685-573c12a1a0bcf%22	http://christiafung.com/images/Proj-Smirnoff-Chicago-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Chicago-XL.jpg	(from http://christiafung.com/smirnoff.html)
08:03:04	93819/93819	---M--	200	added ('OK')	image/jpeg	etag:%2216e7b-573c12a2b9071%22	http://christiafung.com/images/Proj-Smirnoff-NYC.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-NYC.jpg	(from http://christiafung.com/smirnoff.html)
08:03:11	152755/152755	---M--	200	added ('OK')	image/jpeg	etag:%22254b3-573c12a2959bf%22	http://christiafung.com/images/Proj-Smirnoff-NYC-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-NYC-XL.jpg	(from http://christiafung.com/smirnoff.html)
08:03:11	88802/88802	---M--	200	added ('OK')	image/jpeg	etag:%2215ae2-573c12a3085cd%22	http://christiafung.com/images/Proj-Smirnoff-California.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-California.jpg	(from http://christiafung.com/smirnoff.html)
08:03:13	144970/144970	---M--	200	added ('OK')	image/jpeg	etag:%222364a-573c12a2421d3%22	http://christiafung.com/images/Proj-Smirnoff-California-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-California-XL.jpg	(from http://christiafung.com/smirnoff.html)
08:03:25	88267/88267	---M--	200	added ('OK')	image/jpeg	etag:%22158cb-573c1825bac50%22	http://christiafung.com/images/Proj-Smirnoff-Florida.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Florida.jpg	(from http://christiafung.com/smirnoff.html)
08:03:27	143143/143143	---M--	200	added ('OK')	image/jpeg	etag:%2222f27-573c12a0b3af4%22	http://christiafung.com/images/Proj-Smirnoff-Florida-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Florida-XL.jpg	(from http://christiafung.com/smirnoff.html)
08:03:28	89154/89154	---M--	200	added ('OK')	image/jpeg	etag:%2215c42-573c12a393443%22	http://christiafung.com/images/Proj-Smirnoff-Colorado.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Colorado.jpg	(from http://christiafung.com/smirnoff.html)
08:03:34	144623/144623	---M--	200	added ('OK')	image/jpeg	etag:%22234ef-573c12a157bce%22	http://christiafung.com/images/Proj-Smirnoff-Colorado-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Smirnoff-Colorado-XL.jpg	(from http://christiafung.com/smirnoff.html)
08:03:55	183535/183535	---M--	200	added ('OK')	image/jpeg	etag:%222ccef-56a2a6bae665e%22	http://christiafung.com/images/Proj-TopImage-FancyFranks.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-TopImage-FancyFranks.jpg	(from http://christiafung.com/fancyfranks.html)
08:04:15	292006/292006	---M--	200	added ('OK')	image/jpeg	etag:%22474a6-56a2a6b978301%22	http://christiafung.com/images/Proj-FancyFranks-MobileSite.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-FancyFranks-MobileSite.jpg	(from http://christiafung.com/fancyfranks.html)
08:04:15	299120/299120	---M--	200	added ('OK')	image/jpeg	etag:%2249070-56a2a6baed3c0%22	http://christiafung.com/images/Proj-FancyFranks-MobileSite-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-FancyFranks-MobileSite-XL.jpg	(from http://christiafung.com/fancyfranks.html)
08:04:27	65629/65629	---M--	200	added ('OK')	image/jpeg	etag:%221005d-56a2a69c6bf9a%22	http://christiafung.com/images/Proj-FancyFranks-Pattern.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-FancyFranks-Pattern.jpg	(from http://christiafung.com/fancyfranks.html)
08:04:33	118522/118522	---M--	200	added ('OK')	image/jpeg	etag:%221cefa-56a2a69e5d0a3%22	http://christiafung.com/images/Proj-FancyFranks-Pattern-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-FancyFranks-Pattern-XL.jpg	(from http://christiafung.com/fancyfranks.html)
08:05:13	659747/659747	---M--	200	added ('OK')	image/jpeg	etag:%22a1123-56a2a6aa1f043%22	http://christiafung.com/images/Proj-FancyFranks-EatDog-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-FancyFranks-EatDog-XL.jpg	(from http://christiafung.com/fancyfranks.html)
08:05:25	69799/69799	---M--	200	added ('OK')	image/jpeg	etag:%22110a7-5838fe6993556%22	http://christiafung.com/images/Proj-TopImage-Matsuda.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-TopImage-Matsuda.jpg	(from http://christiafung.com/matsuda.html)
08:05:45	724828/724828	---M--	200	added ('OK')	image/jpeg	etag:%22b0f5c-56a2a6a1ea353%22	http://christiafung.com/images/Proj-FancyFranks-EatDog.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-FancyFranks-EatDog.jpg	(from http://christiafung.com/fancyfranks.html)
08:06:12	162421/162421	---M--	200	added ('OK')	image/jpeg	etag:%2227a75-5838fe692d4a3%22	http://christiafung.com/images/Proj-Matsuda-Laptop.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Matsuda-Laptop.jpg	(from http://christiafung.com/matsuda.html)
08:06:22	350392/350392	---M--	200	added ('OK')	image/jpeg	etag:%22558b8-5838fe6a3ebb5%22	http://christiafung.com/images/Proj-Matsuda-Laptop-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Matsuda-Laptop-XL.jpg	(from http://christiafung.com/matsuda.html)
08:07:01	301083/301083	---M--	200	added ('OK')	image/jpeg	etag:%224981b-5838fe68f0019%22	http://christiafung.com/images/Proj-Matsuda-01_Home-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Matsuda-01_Home-XL.jpg	(from http://christiafung.com/matsuda.html)
08:07:07	270748/270748	---M--	200	added ('OK')	image/jpeg	etag:%224219c-5838fe6664a55%22	http://christiafung.com/images/Proj-Matsuda-01_Home.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Matsuda-01_Home.jpg	(from http://christiafung.com/matsuda.html)
08:07:35	1103757/1103757	---M--	200	added ('OK')	image/jpeg	etag:%2210d78d-56a2a6b66515e%22	http://christiafung.com/images/Proj-FancyFranks-Website.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-FancyFranks-Website.jpg	(from http://christiafung.com/fancyfranks.html)
08:07:43	1158759/1158759	---M--	200	added ('OK')	image/jpeg	etag:%2211ae67-56a2a6b17c810%22	http://christiafung.com/images/Proj-FancyFranks-Website-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-FancyFranks-Website-XL.jpg	(from http://christiafung.com/fancyfranks.html)
08:07:50	306069/306069	---M--	200	added ('OK')	image/jpeg	etag:%224ab95-5838fe677613c%22	http://christiafung.com/images/Proj-Matsuda-02_Dropdown-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Matsuda-02_Dropdown-XL.jpg	(from http://christiafung.com/matsuda.html)
08:07:52	277684/277684	---M--	200	added ('OK')	image/jpeg	etag:%2243cb4-5838fe661d1cc%22	http://christiafung.com/images/Proj-Matsuda-02_Dropdown.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Matsuda-02_Dropdown.jpg	(from http://christiafung.com/matsuda.html)
08:08:13	233198/233198	---M--	200	added ('OK')	image/jpeg	etag:%2238eee-5838fe686ab71%22	http://christiafung.com/images/Proj-Matsuda-03_ProductFilter-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Matsuda-03_ProductFilter-XL.jpg	(from http://christiafung.com/matsuda.html)
08:08:16	204595/204595	---M--	200	added ('OK')	image/jpeg	etag:%2231f33-5838fe6500b51%22	http://christiafung.com/images/Proj-Matsuda-03_ProductFilter.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Matsuda-03_ProductFilter.jpg	(from http://christiafung.com/matsuda.html)
08:08:26	78963/78963	---M--	200	added ('OK')	image/jpeg	etag:%2213473-56a2a67fc2df1%22	http://christiafung.com/images/Proj-TopImage-Eshara.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-TopImage-Eshara.jpg	(from http://christiafung.com/eshara.html)
08:08:44	323525/323525	---M--	200	added ('OK')	image/jpeg	etag:%224efc5-5838fe65431a2%22	http://christiafung.com/images/Proj-Matsuda-04_Products.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Matsuda-04_Products.jpg	(from http://christiafung.com/matsuda.html)
08:08:48	364355/364355	---M--	200	added ('OK')	image/jpeg	etag:%2258f43-5838fe67bbe97%22	http://christiafung.com/images/Proj-Matsuda-04_Products-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Matsuda-04_Products-XL.jpg	(from http://christiafung.com/matsuda.html)
08:09:04	235078/235078	---M--	200	added ('OK')	image/jpeg	etag:%2239646-5838fe8827a61%22	http://christiafung.com/images/Proj-Eshara-LogoMain.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Eshara-LogoMain.jpg	(from http://christiafung.com/eshara.html)
08:09:12	144198/144198	---M--	200	added ('OK')	image/jpeg	etag:%2223346-5838fe8602181%22	http://christiafung.com/images/Proj-Eshara-Logo.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Eshara-Logo.jpg	(from http://christiafung.com/eshara.html)
08:09:28	272040/272040	---M--	200	added ('OK')	image/jpeg	etag:%22426a8-5838fe8c2b3b4%22	http://christiafung.com/images/Proj-Eshara-Logo-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Eshara-Logo-XL.jpg	(from http://christiafung.com/eshara.html)
08:09:37	144198/144198	---M--	200	added ('OK')	image/jpeg	etag:%2223346-5838fe8a2c7d2%22	http://christiafung.com/images/Proj-Eshara-Font.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Eshara-Font.jpg	(from http://christiafung.com/eshara.html)
08:09:40	531989/531989	---M--	200	added ('OK')	image/jpeg	etag:%2281e15-5838fe87f7cb2%22	http://christiafung.com/images/Proj-Eshara-LogoMain-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Eshara-LogoMain-XL.jpg	(from http://christiafung.com/eshara.html)
08:09:49	278905/278905	---M--	200	added ('OK')	image/jpeg	etag:%2244179-5838fe8b85f18%22	http://christiafung.com/images/Proj-Eshara-Font-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Eshara-Font-XL.jpg	(from http://christiafung.com/eshara.html)
08:10:03	139052/139052	---M--	200	added ('OK')	image/jpeg	etag:%2221f2c-56a2a6808d808%22	http://christiafung.com/images/Proj-Eshara-PostCards-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Eshara-PostCards-XL.jpg	(from http://christiafung.com/eshara.html)
08:10:07	108633/108633	---M--	200	added ('OK')	image/jpeg	etag:%221a859-56a2a688d55c0%22	http://christiafung.com/images/Proj-Eshara-PostCards.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Eshara-PostCards.jpg	(from http://christiafung.com/eshara.html)
08:10:16	54572/54572	---M--	200	added ('OK')	image/jpeg	etag:%22d52c-55e1682d758e6%22	http://christiafung.com/images/Proj-Beneplan-Logo-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Logo-XL.jpg	(from http://christiafung.com/beneplan.html)
08:10:17	79639/79639	---M--	200	added ('OK')	image/jpeg	etag:%2213717-55e168b96ec25%22	http://christiafung.com/images/Proj-TopImage-Beneplan.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-TopImage-Beneplan.jpg	(from http://christiafung.com/beneplan.html)
08:10:18	320591/320591	---M--	200	added ('OK')	image/jpeg	etag:%224e44f-56a2a694f8c1b%22	http://christiafung.com/images/Proj-Eshara-Cards-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Eshara-Cards-XL.jpg	(from http://christiafung.com/eshara.html)
08:10:21	277796/277796	---M--	200	added ('OK')	image/jpeg	etag:%2243d24-56a2a698a0c89%22	http://christiafung.com/images/Proj-Eshara-Cards.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Eshara-Cards.jpg	(from http://christiafung.com/eshara.html)
08:10:23	44118/44118	---M--	200	added ('OK')	image/jpeg	etag:%22ac56-55e1682d71291%22	http://christiafung.com/images/Proj-Beneplan-Logo.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Logo.jpg	(from http://christiafung.com/beneplan.html)
08:10:24	34557/34557	---M--	200	added ('OK')	image/gif	etag:%2286fd-55e1682ca686c%22	http://christiafung.com/images/Proj-Beneplan-Icon.gif	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Icon.gif	(from http://christiafung.com/beneplan.html)
08:10:26	9458/9458	---M--	200	added ('OK')	image/gif	etag:%2224f2-55e16821d8ef4%22	http://christiafung.com/images/Proj-Beneplan-Colours-XL.gif	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Colours-XL.gif	(from http://christiafung.com/beneplan.html)
08:10:27	67715/67715	---M--	200	added ('OK')	image/gif	etag:%2210883-55e1682cab29e%22	http://christiafung.com/images/Proj-Beneplan-Icon-XL.gif	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Icon-XL.gif	(from http://christiafung.com/beneplan.html)
08:10:27	4970/4970	---M--	200	added ('OK')	image/gif	etag:%22136a-55e16822157b9%22	http://christiafung.com/images/Proj-Beneplan-Colours.gif	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Colours.gif	(from http://christiafung.com/beneplan.html)
08:10:32	24069/24069	---M--	200	added ('OK')	image/gif	etag:%225e05-55e1682cf716a%22	http://christiafung.com/images/Proj-Beneplan-Illustration.gif	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Illustration.gif	(from http://christiafung.com/beneplan.html)
08:10:34	36104/36104	---M--	200	added ('OK')	image/gif	etag:%228d08-55e1682d04474%22	http://christiafung.com/images/Proj-Beneplan-Illustration-XL.gif	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Illustration-XL.gif	(from http://christiafung.com/beneplan.html)
08:10:34	72488/72488	---M--	200	added ('OK')	image/jpeg	etag:%2211b28-55e1682c3e476%22	http://christiafung.com/images/Proj-Beneplan-Fonts.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Fonts.jpg	(from http://christiafung.com/beneplan.html)
08:10:39	121769/121769	---M--	200	added ('OK')	image/jpeg	etag:%221dba9-55e1682c49056%22	http://christiafung.com/images/Proj-Beneplan-Fonts-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Fonts-XL.jpg	(from http://christiafung.com/beneplan.html)
08:10:43	56284/56284	---M--	200	added ('OK')	image/jpeg	etag:%22dbdc-55e1682edcaff%22	http://christiafung.com/images/Proj-Beneplan-Stationary.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Stationary.jpg	(from http://christiafung.com/beneplan.html)
08:10:49	59621/59621	---M--	200	added ('OK')	image/jpeg	etag:%22e8e5-55e1681dc30a4%22	http://christiafung.com/images/Proj-Beneplan-BookletOpened.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-BookletOpened.jpg	(from http://christiafung.com/beneplan.html)
08:10:53	22950/22950	---M--	200	added ('OK')	image/jpeg	etag:%2259a6-55e1682101d5f%22	http://christiafung.com/images/Proj-Beneplan-CardsStacked.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-CardsStacked.jpg	(from http://christiafung.com/beneplan.html)
08:11:01	184043/184043	---M--	200	added ('OK')	image/jpeg	etag:%222ceeb-55e1682f34d35%22	http://christiafung.com/images/Proj-Beneplan-Stationary-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Stationary-XL.jpg	(from http://christiafung.com/beneplan.html)
08:11:07	202631/202631	---M--	200	added ('OK')	image/jpeg	etag:%2231787-55e1681d46c75%22	http://christiafung.com/images/Proj-Beneplan-BookletOpened-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-BookletOpened-XL.jpg	(from http://christiafung.com/beneplan.html)
08:11:09	44750/44750	---M--	200	added ('OK')	image/jpeg	etag:%22aece-55e1682012d7e%22	http://christiafung.com/images/Proj-Beneplan-BooksStacked.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-BooksStacked.jpg	(from http://christiafung.com/beneplan.html)
08:11:20	228833/228833	---M--	200	added ('OK')	image/jpeg	etag:%2237de1-55e16820fdb0a%22	http://christiafung.com/images/Proj-Beneplan-CardsStacked-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-CardsStacked-XL.jpg	(from http://christiafung.com/beneplan.html)
08:11:30	128438/128438	---M--	200	added ('OK')	image/jpeg	etag:%221f5b6-55e168219a32c%22	http://christiafung.com/images/Proj-Beneplan-Clipboard.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Clipboard.jpg	(from http://christiafung.com/beneplan.html)
08:11:40	206437/206437	---M--	200	added ('OK')	image/jpeg	etag:%2232665-55e16821d216a%22	http://christiafung.com/images/Proj-Beneplan-Clipboard-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Clipboard-XL.jpg	(from http://christiafung.com/beneplan.html)
08:12:01	254682/254682	---M--	200	added ('OK')	image/jpeg	etag:%223e2da-55e1682e6b2a9%22	http://christiafung.com/images/Proj-Beneplan-Mobile-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Mobile-XL.jpg	(from http://christiafung.com/beneplan.html)
08:12:13	260185/260185	---M--	200	added ('OK')	image/jpeg	etag:%223f859-55e1682e76259%22	http://christiafung.com/images/Proj-Beneplan-Mobile.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Mobile.jpg	(from http://christiafung.com/beneplan.html)
08:12:16	522044/522044	---M--	200	added ('OK')	image/jpeg	etag:%227f73c-55e1681f9ab66%22	http://christiafung.com/images/Proj-Beneplan-BooksStacked-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-BooksStacked-XL.jpg	(from http://christiafung.com/beneplan.html)
08:13:03	515692/515692	---M--	200	added ('OK')	image/jpeg	etag:%227de6c-55e1682b03d39%22	http://christiafung.com/images/Proj-Beneplan-Desktop-Home-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Desktop-Home-XL.jpg	(from http://christiafung.com/beneplan.html)
08:13:16	464595/464595	---M--	200	added ('OK')	image/jpeg	etag:%22716d3-55e1682adeb79%22	http://christiafung.com/images/Proj-Beneplan-Desktop-Home.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Desktop-Home.jpg	(from http://christiafung.com/beneplan.html)
08:13:25	133322/133322	---M--	200	added ('OK')	image/jpeg	etag:%22208ca-55e1682271481%22	http://christiafung.com/images/Proj-Beneplan-Desktop-AnnualReport-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Desktop-AnnualReport-XL.jpg	(from http://christiafung.com/beneplan.html)
08:13:35	119266/119266	---M--	200	added ('OK')	image/jpeg	etag:%221d1e2-55e168229f2c5%22	http://christiafung.com/images/Proj-Beneplan-Desktop-AnnualReport.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Desktop-AnnualReport.jpg	(from http://christiafung.com/beneplan.html)
08:13:47	134096/134096	---M--	200	added ('OK')	image/jpeg	etag:%2220bd0-55e168289b249%22	http://christiafung.com/images/Proj-Beneplan-Desktop-EventsThumb-XL.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Desktop-EventsThumb-XL.jpg	(from http://christiafung.com/beneplan.html)
08:13:55	119494/119494	---M--	200	added ('OK')	image/jpeg	etag:%221d2c6-55e168289120f%22	http://christiafung.com/images/Proj-Beneplan-Desktop-EventsThumb.jpg	C:/My%20Web%20Sites/maker/christiafung.com/images/Proj-Beneplan-Desktop-EventsThumb.jpg	(from http://christiafung.com/beneplan.html)
